,ID,Price,Manufacturer,Model,Prod_year,Category,Mileage,Color
404,45806608,18817,TOYOTA,Prius C,2013,Hatchback,130000,Red
405,45787228,23521,TOYOTA,Camry,2012,Sedan,83000,Silver
406,45793522,22580,AUDI,Q5,2010,Jeep,150400,Grey
407,45661467,392,LEXUS,RX 450,2016,Jeep,27038,White
408,45787208,12544,TOYOTA,Prius,2011,Hatchback,284678,Silver
409,45615670,9722,CHEVROLET,Cruze,2014,Sedan,121000,Green
410,45656229,3450,HYUNDAI,Sonata,2011,Sedan,224349,Grey
411,45806771,1882,TOYOTA,Prius,2014,Hatchback,263392,Red
412,44675569,15991,FORD,Transit,2007,Microbus,280000,White
413,45641652,11133,TOYOTA,Camry,2014,Sedan,179381,Black
415,44930562,34184,MERCEDES-BENZ,E 350,2012,Sedan,133000,Black
416,44889000,21169,CHEVROLET,Cruze,2018,Sedan,25304,Brown
417,45793531,7495,CHEVROLET,Captiva,2008,Jeep,71486,Black
418,45813161,4861,LEXUS,CT 200h,2011,Hatchback,95590,White
419,45732969,13485,HYUNDAI,Sonata,2015,Sedan,72369,Silver
420,45763904,81539,LEXUS,GX 460,2016,Jeep,155976,White
421,45797639,20005,HYUNDAI,Elantra,2012,Sedan,147718,Silver
422,45507522,3000,SUBARU,Outback,2003,Goods wagon,1000,Blue
423,44840731,11917,TOYOTA,Camry,2007,Sedan,200000,Grey
424,45815751,84675,MERCEDES-BENZ,GLC 300,2018,Sedan,4500,Black
426,45768685,627,LEXUS,CT 200h,2012,Hatchback,192683,White
427,45810115,12570,CHEVROLET,Lacetti,2010,Sedan,152293,Grey
428,45814766,17249,LINCOLN,Navigator,2004,Jeep,464000,Grey
429,45782195,2800,BMW,325,1988,Sedan,455680,Blue
430,45773548,6899,MERCEDES-BENZ,C 180,1997,Sedan,0,Black
431,45809650,14009,TOYOTA,Aqua,2015,Hatchback,137350,Silver
432,45764162,392,LEXUS,GX 470,2011,Sedan,202048,White
433,45760740,8311,MERCEDES-BENZ,GLA 250,2016,Jeep,109555,White
434,45801743,23521,TOYOTA,Corolla,2014,Sedan,40000,Green
435,45812917,25716,FORD,Fusion Titanium,2016,Sedan,65000,Silver
436,45801930,21730,HYUNDAI,Elantra,2017,Sedan,32510,Blue
437,45731010,80911,HYUNDAI,H1,2019,Minivan,25541,Black
438,45801991,19369,HYUNDAI,Genesis,2011,Coupe,153651,Red
439,45816319,12544,SUZUKI,Jimny,2000,Jeep,125000,Green
440,45804423,25299,HYUNDAI,Tucson,2012,Jeep,160000,Grey
441,45812673,7213,CHEVROLET,Cruze,2018,Sedan,28515,Grey
442,45808966,6899,CHEVROLET,Aveo,2012,Hatchback,94923,Black
443,45813415,8154,BMW,X6,2011,Jeep,147677,Red
444,45786773,18817,TOYOTA,Prius,2011,Sedan,160000,Silver
445,45803971,61499,HYUNDAI,Tucson,2019,Jeep,1217,Blue
446,45784866,17249,TOYOTA,Prius,2010,Sedan,256000,White
447,45067720,9879,TOYOTA,Aqua S,2013,Hatchback,137000,Silver
448,45815832,4000,VAZ,1111,1988,Sedan,1000,Green
449,45775702,17249,TOYOTA,Prius,2011,Hatchback,141000,Grey
450,45733413,51225,HYUNDAI,Sonata,2017,Sedan,58414,Silver
451,45802860,49798,HYUNDAI,Santa FE,2015,Jeep,93555,White
452,45788616,17249,HYUNDAI,Elantra,2013,Sedan,64800,Black
453,45263113,29166,FORD,Escape,2014,Jeep,127000,Silver
455,45756444,79971,LEXUS,NX 200,2017,Jeep,35000,Beige
456,45773579,11604,OPEL,Astra,2006,Goods wagon,27000,Black
457,45775203,15681,GAZ,32214,1977,Limousine,11111,Black
458,45810778,2500,RENAULT,Laguna,1995,Sedan,32000,Blue
459,45813152,392,KIA,Optima,2013,Sedan,0,Black
460,45816582,627,HYUNDAI,Elantra,2018,Sedan,47294,Black
461,45662050,2274,HONDA,Insight,2014,Hatchback,149970,Grey
462,45776194,19444,VOLKSWAGEN,Jetta,2015,Sedan,102400,Silver
463,45654686,43592,MERCEDES-BENZ,GLE 350,2017,Jeep,39814,Black
464,45731424,15367,TOYOTA,Prius,2009,Hatchback,174000,Blue
465,45773751,4861,TOYOTA,Highlander,2013,Jeep,125605,Black
466,45488069,14113,HONDA,Shuttle,2013,Universal,150000,White
467,45810460,13564,CHEVROLET,Orlando,2012,Jeep,228570,Grey
468,45736700,17876,FORD,C-MAX,2012,Hatchback,128205,Silver
469,45770530,10349,MERCEDES-BENZ,C 240,2002,Sedan,2000,Black
470,45763114,15000,SUBARU,Legacy,2008,Sedan,138000,Black
471,45785472,12544,MERCEDES-BENZ,E 320,2004,Sedan,205500,Silver
472,45793471,5600,BMW,318,1996,Sedan,1000,Grey
473,45660988,14583,BMW,X5,2012,Jeep,229966,Black
474,45797535,36827,HYUNDAI,H1,2017,Universal,137000,White
475,45644818,21639,TOYOTA,Highlander,2011,Sedan,368064,Grey
477,45816443,14113,NISSAN,Elgrand,2003,Minivan,155000,Golden
478,45730751,40340,SSANGYONG,Actyon,2016,Jeep,59272,White
479,44959769,10976,HONDA,FIT,2012,Hatchback,216000,Grey
480,45774877,25089,MERCEDES-BENZ,C 300,2012,Sedan,86000,White
481,40489113,300,TOYOTA,Land Cruiser Prado,2019,Jeep,120,White
482,45732150,18688,HYUNDAI,Santa FE,2011,Jeep,143166,Grey
483,45761340,69935,LEXUS,GX 470,2015,Jeep,273493,Silver
484,45729553,28830,HYUNDAI,Elantra,2015,Sedan,68243,Silver
485,45781983,42337,LEXUS,GX 470,2006,Jeep,180000,Black
486,44874016,23834,FORD,Transit,2012,Microbus,141000,White
487,45765240,16621,MERCEDES-BENZ,E 350,2011,Sedan,119379,Silver
488,45773896,314,MERCEDES-BENZ,E 300,2017,Sedan,26802,Black
489,45816530,16000,FORD,C-MAX,2014,Hatchback,272000,Grey
490,45730818,11917,HYUNDAI,Elantra,2013,Sedan,31691,White
491,45743014,13485,BMW,328 Xdrive,2011,Sedan,120000,Black
492,45766665,862,LEXUS,GX 470,2008,Jeep,263190,White
494,45757260,5175,MERCEDES-BENZ,E 240,1998,Sedan,0,Black
495,45810170,15367,FORD,Taurus,2014,Sedan,290000,Grey
496,44271246,15994,HYUNDAI,Veloster,2011,Hatchback,73600,Carnelian red
497,45793308,11917,CHEVROLET,Orlando,2012,Jeep,79749,Silver
498,45644667,18817,TOYOTA,Camry,2018,Sedan,35058,White
499,45751082,1568,CHEVROLET,Equinox,2014,Jeep,251514,Black
500,45787332,21953,HYUNDAI,Sonata,2013,Sedan,20000,Black
501,45732692,13808,HYUNDAI,Sonata,2016,Sedan,38206,White
502,45769246,392,MAZDA,CX-7,2011,Jeep,183728,Blue
503,44997899,16151,TOYOTA,Prius,2012,Hatchback,110990,Silver
504,45792848,3300,RENAULT,Twingo,2001,Hatchback,777,Purple
505,45804356,22947,HYUNDAI,Tucson,2010,Jeep,171344,Grey
506,45811194,40769,BMW,535 M PAKET,2012,Sedan,58450,Grey
507,45813701,7840,LEXUS,CT 200h,2013,Hatchback,65989,Silver
508,45798590,9408,MITSUBISHI,Pajero,1993,Jeep,430000,Blue
509,45796806,25089,TOYOTA,Camry,2014,Sedan,125000,Grey
510,45757316,282,LEXUS,GX 470,2008,Jeep,218126,Black
511,45801997,10976,MERCEDES-BENZ,S 500 long,1997,Sedan,167000,Black
512,45647943,5488,TOYOTA,Camry,2014,Sedan,109798,White
513,45781318,5000,BMW,318,1997,Coupe,545654,Black
514,45797565,9722,TOYOTA,Vitz,2012,Hatchback,130000,White
515,45797099,16621,HYUNDAI,Genesis,2010,Coupe,151977,Blue
516,45656510,13956,LEXUS,RX 450,2015,Jeep,143619,Black
517,45732679,9418,HYUNDAI,Sonata,2015,Sedan,676825,White
518,45726790,24415,SSANGYONG,Korando,2012,Jeep,135490,Black
519,45793446,3763,BMW,520,1989,Sedan,199000,White
520,45772875,470,LEXUS,CT 200h,2015,Hatchback,115347,Grey
521,45776646,10036,BMW,525,2000,Sedan,320000,Black
522,45768834,1725,HYUNDAI,Elantra,2014,Sedan,107155,Black
523,45816149,549,HYUNDAI,Elantra,2014,Sedan,140082,Black
524,45813669,314,TOYOTA,Camry,2012,Sedan,249422,Black
525,45787465,5645,OPEL,Vectra,1997,Universal,200000,White
526,45749251,10976,TOYOTA,Corolla,2014,Sedan,100000,Silver
527,45661019,4547,MERCEDES-BENZ,ML 350,2008,Jeep,213998,Silver
528,45809534,21285,TOYOTA,Aqua,2013,Hatchback,52500,Blue
529,45774076,29793,MERCEDES-BENZ,E 350,2014,Sedan,219030,Black
530,45764936,706,LEXUS,GX 460,2015,Jeep,102907,Black
531,45635105,862,FORD,Fusion,2014,Sedan,186048,Black
532,45772023,314,MERCEDES-BENZ,E 350,2014,Sedan,149486,Silver
533,45702752,19130,AUDI,A4 premium,2010,Sedan,168000,Silver
534,40642395,1900,FORD,Galaxy,2001,Minivan,11111,Blue
535,45805172,35570,HYUNDAI,Tucson,2017,Jeep,97880,White
536,45776696,8781,TOYOTA,Prius C,2012,Hatchback,175000,Black
537,45811325,12544,SUZUKI,Kizashi,2010,Sedan,263157,Black
538,45804280,24148,HYUNDAI,Tucson,2014,Jeep,128000,Red
539,45655495,706,TOYOTA,Prius,2013,Hatchback,105328,White
540,45417836,22580,TOYOTA,Prius,2014,Sedan,160000,Black
541,45766570,4861,TOYOTA,Camry,2013,Sedan,136861,Blue
542,45767376,12858,TOYOTA,Prius,2008,Sedan,210452,Silver
543,45792346,8154,HONDA,FIT,2011,Sedan,185000,Black
544,45792539,1800,VOLKSWAGEN,Golf 4,1998,Hatchback,30000,Red
545,45756859,4861,FORD,Fusion,2014,Sedan,137328,Silver
546,45798242,36065,BMW,X5,2011,Jeep,129600,Black
547,45769158,282,FORD,Escape,2008,Jeep,220474,Grey
548,45464974,17876,TOYOTA,CHR,2019,Jeep,19968,White
549,45731352,18189,BMW,328,2014,Sedan,250491,White
550,45815325,24775,FORD,Fusion,2013,Sedan,46000,White
551,45732813,15257,HYUNDAI,Sonata,2011,Sedan,163374,Grey
552,45744437,16900,HONDA,Element,2009,Universal,120000,Black
553,45793088,14740,CITROEN,C1,2011,Hatchback,233700,White
554,45490926,10976,NISSAN,X-Trail,2004,Jeep,121856,Beige
555,45810490,22825,CHEVROLET,Orlando,2012,Jeep,137433,White
556,45769346,12544,KIA,RIO,2013,Sedan,137000,Black
557,45768182,16935,LEXUS,CT 200h,2015,Hatchback,94949,White
558,45794041,20385,FORD,Mustang,2013,Coupe,111111,Black
559,45793873,10976,LAND ROVER,Discovery,1995,Jeep,200000,Blue
560,45809818,38213,HONDA,Civic,2018,Sedan,0,White
561,45730838,44134,SSANGYONG,Actyon,2016,Jeep,48910,White
562,45761908,8467,MERCEDES-BENZ,C 240,2001,Sedan,0,Silver
563,45773547,392,TOYOTA,Camry,2013,Jeep,493571,Black
564,45682814,4391,VOLKSWAGEN,Vento,1994,Sedan,85000,Black
565,45783544,7213,MERCEDES-BENZ,C 200 2.0,2001,Coupe,183000,Black
566,45768672,9565,HONDA,Civic,2017,Sedan,58282,White
567,45776659,348,VOLKSWAGEN,Jetta,1999,Sedan,284000,White
568,45713004,12544,VOLKSWAGEN,Jetta,2010,Sedan,110000,Silver
569,45750739,24148,BMW,X5,2007,Jeep,210000,Black
570,45775733,6272,OPEL,Astra,2004,Universal,171000,White
572,45799450,18817,BMW,530,2005,Sedan,170000,Blue
573,45731517,119172,BMW,M6,2014,Coupe,33500,White
574,45746606,10663,HONDA,FIT,2011,Sedan,127000,Black
575,45802888,44247,HYUNDAI,Santa FE,2015,Jeep,153958,White
576,45796184,9408,BMW,325,2004,Coupe,346080,Black
577,45805339,19444,VOLKSWAGEN,Jetta,2016,Sedan,36000,Grey
578,45757200,11917,TOYOTA,Prius,2008,Sedan,200000,Grey
579,42285726,75266,MERCEDES-BENZ,ML 550 4.7,2012,Jeep,167000,Black
580,45809978,54157,HONDA,Civic,2015,Sedan,78006,Orange
581,45804658,49889,HYUNDAI,Tucson,2016,Jeep,71867,Black
582,45525027,9408,TOYOTA,Prius,2007,Hatchback,113000,Sky blue
583,45262568,23834,TOYOTA,Corolla IM,2016,Hatchback,102500,White
584,45810788,22894,TOYOTA,Camry,2013,Sedan,101000,Black
585,45782069,10976,MERCEDES-BENZ,CLK 240,2004,Coupe,89000,Silver
586,45809011,5604,DAEWOO,Lacetti,2009,Sedan,44521,Silver
587,45788373,17876,FORD,Fiesta,2013,Sedan,160000,Black
588,45763112,18189,HYUNDAI,Elantra,2012,Sedan,136000,Black
590,44109014,10976,HONDA,FIT,2014,Hatchback,121000,Silver
591,44035617,27911,MINI,Cooper,2013,Coupe,56000,Silver
592,45701762,6429,OPEL,Combo,2003,Goods wagon,171339,White
593,45772207,470,HYUNDAI,Sonata,2012,Jeep,123862,White
594,45171802,40769,TOYOTA,RAV 4,2016,Jeep,99200,Black
595,45764866,7840,BMW,520,2003,Sedan,260000,Silver
596,45791030,25089,DODGE,Challenger,2012,Coupe,112000,Grey
597,45701090,10976,MERCEDES-BENZ,E 200,1993,Sedan,0,Black
598,45788394,7213,MERCEDES-BENZ,C 220,1995,Sedan,444000,Black
599,45800688,22894,BMW,328,2010,Coupe,157000,Black
600,45776513,7840,MERCEDES-BENZ,C 180,2000,Sedan,136000,Blue
601,45664259,784,LEXUS,GX 460,2015,Sedan,129931,Black
602,45803386,12231,HYUNDAI,Sonata,2015,Sedan,348486,Silver
603,45815375,11917,LEXUS,RX 300,2002,Jeep,201000,Silver
604,45799453,51746,TOYOTA,RAV 4,2017,Jeep,34454,Carnelian red
605,45732792,17035,HYUNDAI,Sonata,2011,Sedan,200867,Black
606,42541006,3100,AUDI,A4,2002,Sedan,11111,Blue
608,45729723,27654,HYUNDAI,Elantra,2015,Sedan,87534,Grey
609,45783054,17719,KIA,Optima,2013,Sedan,91000,White
611,45802332,14081,HYUNDAI,H1,2010,Minivan,124850,White
612,45773972,706,AUDI,A4,2014,Sedan,162032,Black
613,45813351,282,TOYOTA,Prius,2010,Hatchback,265315,White
614,45791973,2666,HYUNDAI,Sonata,2015,Sedan,234618,Red
615,45810397,23994,CHEVROLET,Orlando,2016,Jeep,125774,White
616,45801912,13172,BMW,320,2003,Sedan,190000,White
617,45674384,14740,TOYOTA,Prius,2011,Hatchback,161000,Blue
618,44962208,59586,TOYOTA,RAV 4,2017,Jeep,32000,White
619,44491221,18817,TOYOTA,Prius,2016,Sedan,80000,Grey
620,45797440,11563,HYUNDAI,Elantra,2010,Sedan,130814,Silver
621,45803037,45376,HYUNDAI,Santa FE,2016,Jeep,109446,White
622,45781778,15681,TOYOTA,RAV 4,2002,Jeep,140000,Silver
623,45805158,33707,HYUNDAI,Tucson,2017,Jeep,143544,White
624,45778474,12544,FORD,Transit,1999,Microbus,0,White
625,45803396,11604,HYUNDAI,Sonata,2014,Sedan,418369,Silver
626,45777979,6800,BMW,525,2000,Sedan,157000,Blue
627,45788258,17876,HYUNDAI,Elantra,2013,Sedan,84800,Silver
629,45775119,18189,MERCEDES-BENZ,E 350,2006,Sedan,220000,Silver
630,44526921,28225,LEXUS,RX 400 HYBRID,2008,Jeep,119000,Blue
631,45787468,2509,TOYOTA,Corolla verso,2007,Minivan,112000,Black
632,45802296,44247,HYUNDAI,H1,2016,Universal,51831,Grey
633,45367132,71503,TOYOTA,Camry,2019,Sedan,3000,Grey
634,45700038,7213,MITSUBISHI,Pajero IO,1998,Jeep,200000,Silver
635,45645755,4077,LEXUS,GX 460,2012,Jeep,150909,Black
636,45793937,6586,MERCEDES-BENZ,E 200,1999,Sedan,318406,Blue
637,45793760,15681,BMW,528 i,2008,Sedan,190000,Black
638,45772061,3763,TOYOTA,Tacoma,2017,Sedan,174827,Silver
640,45803572,13172,HYUNDAI,Sonata,2016,Sedan,547288,Orange
641,45808567,6586,AUDI,A4,2014,Sedan,123640,Blue
642,45791126,47042,AUDI,Q5,2017,Jeep,75186,Black
643,45809096,5865,DAEWOO,Lacetti,2009,Sedan,39031,Blue
644,45725235,20883,SSANGYONG,Actyon,2011,Jeep,102000,Black
645,45798505,10976,HONDA,Odyssey,2008,Minivan,20000,Grey
646,45653699,23521,MITSUBISHI,L 200,2010,Pickup,175000,White
647,45789888,25402,SSANGYONG,REXTON,2014,Jeep,67861,Carnelian red
648,45745111,9095,HONDA,FIT,2011,Hatchback,14590,Grey
649,45816140,2666,HYUNDAI,Elantra,2013,Coupe,89962,Blue
650,45089390,87497,TOYOTA,Camry,2019,Sedan,25000,White
651,45642392,5018,TOYOTA,Camry,2013,Sedan,190549,Black
652,45777856,12231,HYUNDAI,Tucson,2008,Jeep,270000,Black
653,45782226,11604,HONDA,Insight EX,2011,Hatchback,150000,Grey
654,45797674,20005,HYUNDAI,Elantra,2012,Sedan,36239,Grey
655,45642496,5018,TOYOTA,Camry,2013,Sedan,190549,Black
656,45816638,13799,FORD,Fiesta 1.6,2014,Hatchback,134400,Grey
657,45725500,13068,SSANGYONG,Actyon,2010,Jeep,127500,Silver
658,45518419,14113,FORD,Focus,2012,Hatchback,2012,Black
659,45816597,314,HYUNDAI,Elantra,2013,Sedan,157859,Black
660,45815900,1019,HYUNDAI,Santa FE,2015,Jeep,245653,Black
661,45795519,16465,FORD,C-MAX,2016,Hatchback,0,White
662,45020059,7300,NISSAN,Teana,2004,Sedan,160000,Silver
663,45809074,6899,DAEWOO,Lacetti,2009,Sedan,50549,Silver
664,45789776,3293,CHEVROLET,Matiz,2007,Sedan,134863,Golden
665,45768348,17249,HYUNDAI,Sonata,2011,Sedan,72000,Silver
666,45744803,10192,DAEWOO,Lacetti,2010,Sedan,46527,Black
667,45644820,39201,TOYOTA,Highlander,2014,Sedan,166560,Black
668,45809726,36235,HONDA,Civic,2013,Sedan,87000,Blue
669,45727306,22843,SSANGYONG,Korando,2012,Jeep,125926,Black
670,45810298,21699,CHEVROLET,Malibu,2012,Sedan,65006,Silver
671,45804231,25299,HYUNDAI,Tucson,2011,Jeep,134312,Black
672,41921968,2300,MAZDA,Mazda 3,2006,Hatchback,11111,Grey
673,45651078,392,TOYOTA,Camry,2013,Sedan,232032,Silver
674,45776506,2500,OPEL,Corsa,1996,Coupe,280000,Blue
675,45283965,40142,BMW,328,2014,Sedan,74000,White
676,45809339,19124,HONDA,FIT,2013,Hatchback,94500,Red
677,45793975,11604,RENAULT,Scenic,2007,Minivan,240000,Black
678,45800055,7213,BMW,525,1998,Sedan,100000,Silver
679,45793506,11917,CHEVROLET,Captiva,2010,Jeep,61232,White
680,45308956,17249,BMW,320,2005,Sedan,284000,Grey
681,45807034,23521,FORD,C-MAX,2013,Hatchback,200925,Black
682,45815350,784,LEXUS,NX 200,2015,Jeep,109336,Grey
683,45793280,11604,CHEVROLET,Spark,2016,Sedan,31970,White
684,45550613,18503,HYUNDAI,Elantra,2013,Sedan,117000,Grey
685,45806823,14113,TOYOTA,Aqua,2012,Hatchback,111111,Green
686,45793534,5959,NISSAN,March,2004,Hatchback,177000,Yellow
687,45804529,92502,JEEP,Wrangler,2017,Jeep,13897,Grey
688,45618035,1019,MERCEDES-BENZ,GLA 250,2015,Jeep,37786,White
689,45728747,32035,SSANGYONG,REXTON,2013,Jeep,152847,Silver
690,45802787,14376,HYUNDAI,Santa FE,2011,Jeep,78305,White
691,45769352,220,HYUNDAI,Tucson,2012,Jeep,221126,Black
692,45344701,25089,LEXUS,HS 250h Hybrid,2010,Sedan,64000,Red
693,45794369,6899,HONDA,FIT,2003,Sedan,155000,Blue
694,45808645,5488,HYUNDAI,Elantra,2019,Sedan,29496,Black
695,45042623,18817,TOYOTA,Prius,2012,Hatchback,1000,Grey
696,45654360,3450,HYUNDAI,Sonata,2011,Sedan,224349,Grey
698,45522608,7997,VOLKSWAGEN,Jetta,2003,Sedan,137000,Black
699,45386880,38888,TOYOTA,RAV 4,2017,Jeep,50000,Grey
700,45806621,1882,DODGE,Journey,2010,Jeep,243477,Blue
701,45657165,35438,LEXUS,GX 470,2008,Jeep,146000,White
702,45773725,1019,HYUNDAI,Tucson,2015,Jeep,0,Black
703,45815398,23207,HYUNDAI,Sonata SPORT,2015,Sedan,67840,Black
704,44922073,17092,HYUNDAI,Elantra SE,2016,Sedan,71886,Silver
705,43951626,7150,HONDA,FIT,2012,Hatchback,129000,White
707,45811644,8154,MITSUBISHI,Airtrek,2002,Jeep,18800,Black
708,45791839,34497,NISSAN,Rogue Sport,2017,Jeep,24000,White
709,45784836,9408,NISSAN,March,2010,Sedan,97524,Purple
710,45816648,24148,TOYOTA,Auris,2016,Hatchback,10200,White
711,44935670,59272,MERCEDES-BENZ,ML 350,2012,Jeep,131000,Grey
712,45771717,11604,MERCEDES-BENZ,E 270,2000,Sedan,497000,Silver
713,45810158,20385,FORD,C-MAX,2014,Universal,62000,Carnelian red
714,45097806,14426,HYUNDAI,Elantra,2011,Sedan,195200,White
715,45793691,6144,CHEVROLET,Captiva,2007,Jeep,68075,Silver
716,45760616,45473,TOYOTA,FJ Cruiser,2008,Jeep,185600,Black
717,45769628,15994,MERCEDES-BENZ,E 350,2011,Coupe,170429,Silver
718,32558066,11133,KIA,Optima,2014,Sedan,88000,White
719,45789880,18189,TOYOTA,RAV 4,2006,Jeep,198000,Black
720,45808607,1333,FORD,Focus,2018,Sedan,107664,Black
721,45815470,1960,LEXUS,ES 350,2013,Sedan,87952,Silver
722,45761247,26030,CHEVROLET,Volt,2017,Hatchback,52062,Blue
723,45816373,48000,BMW,M3,2010,Coupe,160000,Red
724,45675628,81539,LEXUS,GX 460,2013,Jeep,76800,Black
725,45815363,8781,TOYOTA,Ist,2002,Hatchback,117000,Red
726,45771289,627,MERCEDES-BENZ,E 350,2012,Sedan,318285,Black
727,45806544,5802,CHEVROLET,Volt,2013,Hatchback,0,Grey
728,45809975,8624,CHEVROLET,Cruze,2012,Sedan,62649,White
729,45795764,21953,HYUNDAI,Elantra,2016,Sedan,77600,White
730,45793923,15681,FORD,Focus,2015,Sedan,90000,Grey
731,45733242,8154,HYUNDAI,Sonata,2014,Sedan,502500,Orange
732,45793173,53000,TOYOTA,Camry SE,2019,Sedan,500,Black
733,45804567,21181,HYUNDAI,Tucson,2010,Jeep,168126,Silver
734,45647622,15681,LEXUS,GX 460,2010,Jeep,275240,Silver
735,45757694,862,CHEVROLET,Impala,2010,Sedan,217656,Black
736,45753963,27284,CHEVROLET,Volt,2014,Hatchback,65000,Silver
737,45730372,39458,SSANGYONG,Actyon,2016,Jeep,70259,White
738,45792375,18189,KIA,SOUL,2013,Sedan,131200,Black
739,45797251,31581,HYUNDAI,H1,2014,Minivan,96893,Silver
740,45791450,117290,MERCEDES-BENZ,S 350 W2222,2014,Sedan,222222,Black
741,45815760,7840,MERCEDES-BENZ,E 320,1997,Sedan,111111,Black
742,45814023,20385,TOYOTA,Prius,2013,Hatchback,134720,Blue
743,45798100,12287,HYUNDAI,Elantra,2007,Sedan,39079,Silver
744,45730345,20266,SSANGYONG,REXTON,2010,Jeep,217000,Black
745,45815197,2822,TOYOTA,Corolla,2019,Sedan,39254,White
746,45803600,16283,HYUNDAI,Sonata,2016,Sedan,55225,Black
747,45715042,71503,LEXUS,GX 460,2013,Jeep,111000,Brown
748,45733076,8467,HYUNDAI,Sonata,2014,Sedan,490516,Orange
749,45804150,27654,HYUNDAI,Tucson,2010,Jeep,84154,Black
750,45815980,2509,HYUNDAI,Elantra,2013,Hatchback,279182,Red
751,45816009,13172,FIAT,500C Lounge,2013,Cabriolet,70000,Blue
752,45797079,16123,HYUNDAI,Genesis,2010,Coupe,123187,Black
754,45787383,9408,MITSUBISHI,Montero,2000,Jeep,214000,Black
755,45797402,11917,HYUNDAI,I30,2012,Hatchback,78807,Silver
756,45772565,9565,AUDI,A7,2014,Hatchback,191373,Grey
757,44727071,9408,MITSUBISHI,Pajero,1998,Jeep,212000,Silver
758,45785809,17876,FORD,C-MAX,2014,Sedan,163000,Black
759,45769401,1411,MERCEDES-BENZ,E 350,2009,Sedan,266061,Black
760,45768754,13485,CHEVROLET,Cruze ltz,2013,Sedan,123000,Black
761,45815241,3763,MERCEDES-BENZ,ML 350,2014,Jeep,94362,White
762,45798275,19864,HYUNDAI,Elantra,2015,Sedan,52313,White
763,45789777,15053,BMW,X5 x5,2005,Jeep,250000,Black
764,45811815,15000,VOLKSWAGEN,Jetta,2009,Sedan,300000,White
765,45793912,7527,TOYOTA,Ipsum,2002,Minivan,180000,Black
766,45797414,7683,NISSAN,Tiida,2005,Sedan,21000,White
767,45667633,19444,MINI,Countryman,2011,Sedan,218000,Red
768,43906005,15681,TOYOTA,Corolla 04,2013,Sedan,132800,White
769,45797788,13642,HYUNDAI,H1,2009,Minivan,75631,Silver
770,45814998,706,TOYOTA,Camry,2012,Sedan,132165,Grey
771,45770861,17249,HYUNDAI,Elantra,2015,Sedan,84291,Black
773,41644611,11604,FORD,Focus,2012,Sedan,68000,White
774,45797753,10663,HYUNDAI,H1,2009,Minivan,85241,White
775,44765366,13172,MERCEDES-BENZ,SLK 230,1998,Cabriolet,130000,White
776,45810365,20278,CHEVROLET,Malibu,2013,Sedan,156666,Black
777,45791869,15367,NISSAN,Rogue SL,2010,Jeep,150000,Black
778,45798250,25083,HYUNDAI,Elantra,2016,Sedan,133200,White
779,45801113,5500,NISSAN,March,2004,Hatchback,200000,Yellow
780,45765897,2430,MERCEDES-BENZ,E 350,2008,Sedan,175614,Black
781,45000476,38574,MERCEDES-BENZ,Vito,2011,Minivan,145000,Black
782,45804915,15524,HYUNDAI,Tucson,2013,Jeep,52303,Silver
783,45797055,34607,HYUNDAI,H1,2014,Minivan,27000,Silver
784,45798334,18817,HYUNDAI,Elantra,2011,Sedan,60000,White
785,42865949,14113,TOYOTA,Prius,2010,Hatchback,169000,Silver
786,43448352,10506,TOYOTA,Aqua,2014,Sedan,87000,White
787,45771147,470,NISSAN,Juke,2012,Jeep,136712,White
788,44776961,18189,BMW,328,2012,Sedan,142152,Black
789,45751960,13172,AUDI,A6,2017,Sedan,0,Black
790,45760655,314,SUBARU,Forester,2014,Jeep,110098,White
791,45647965,16308,AUDI,Q3,2016,Jeep,1717,Black
792,45732151,44558,HYUNDAI,Santa FE,2016,Jeep,120337,Black
793,44909661,21326,HYUNDAI,Accent,2016,Sedan,80000,White
794,45730677,30596,HYUNDAI,Elantra,2016,Sedan,71672,White
795,45809279,7213,NISSAN,Frontier,2017,Sedan,81757,Red
796,45729688,28241,HYUNDAI,Elantra,2013,Sedan,50015,Blue
797,45655661,1019,LEXUS,RX 450,2013,Jeep,138038,White
798,45802450,14426,HYUNDAI,Grandeur,2014,Sedan,91456,Black
799,45790012,6899,SUBARU,Stella,2012,Hatchback,14000,Silver
800,45808286,8311,HONDA,Cr-v,2010,Jeep,106312,Silver
801,45769448,627,MERCEDES-BENZ,E 350,2012,Sedan,318285,Black
802,45785565,13485,BMW,X5,2001,Jeep,240000,Black
803,45803817,38445,HYUNDAI,Tucson,2016,Jeep,94558,White
804,45397674,9722,NISSAN,Tiida,2005,Hatchback,97000,Silver
806,42285397,9722,TOYOTA,Aqua,2012,Hatchback,107000,Sky blue
807,45816506,43905,TOYOTA,RAV 4,2016,Jeep,67000,White
808,45729808,27356,HYUNDAI,Elantra,2014,Sedan,90000,Black
809,45809882,15173,CHEVROLET,Cruze,2011,Sedan,108901,Grey
810,45806607,25089,TOYOTA,Camry,2014,Sedan,203200,Black
811,45638912,14426,NISSAN,Juke,2013,Jeep,110531,Red
812,45041107,15681,FORD,Focus,2012,Hatchback,192000,White
813,45802244,11917,BMW,320,2003,Sedan,136950,Red
